ICD9,CCS
'6116 ',Nonmalignant breast conditions [167.]
'61171',Nonmalignant breast conditions [167.]
'61172',Nonmalignant breast conditions [167.]
'61179',Nonmalignant breast conditions [167.]
'6118 ',Nonmalignant breast conditions [167.]
'61181',Nonmalignant breast conditions [167.]
'61182',Nonmalignant breast conditions [167.]
'61183',Nonmalignant breast conditions [167.]
'61189',Nonmalignant breast conditions [167.]
'6119 ',Nonmalignant breast conditions [167.]
'6120 ',Nonmalignant breast conditions [167.]
'6121 ',Nonmalignant breast conditions [167.]
'7938 ',Nonmalignant breast conditions [167.]
'79380',Nonmalignant breast conditions [167.]
'79381',Nonmalignant breast conditions [167.]
'79382',Nonmalignant breast conditions [167.]
'79389',Nonmalignant breast conditions [167.]
'6146 ',Inflammatory diseases of female pelvic organs [168.]
'6160 ',Inflammatory diseases of female pelvic organs [168.]
'6149 ',Inflammatory diseases of female pelvic organs [168.]
'6140 ',Inflammatory diseases of female pelvic organs [168.]
'6141 ',Inflammatory diseases of female pelvic organs [168.]
'6142 ',Inflammatory diseases of female pelvic organs [168.]
'6143 ',Inflammatory diseases of female pelvic organs [168.]
'6144 ',Inflammatory diseases of female pelvic organs [168.]
'6145 ',Inflammatory diseases of female pelvic organs [168.]
'6147 ',Inflammatory diseases of female pelvic organs [168.]
'6148 ',Inflammatory diseases of female pelvic organs [168.]
'6150 ',Inflammatory diseases of female pelvic organs [168.]
'6151 ',Inflammatory diseases of female pelvic organs [168.]
'6159 ',Inflammatory diseases of female pelvic organs [168.]
'61610',Inflammatory diseases of female pelvic organs [168.]
'61611',Inflammatory diseases of female pelvic organs [168.]
'6162 ',Inflammatory diseases of female pelvic organs [168.]
'6163 ',Inflammatory diseases of female pelvic organs [168.]
'6164 ',Inflammatory diseases of female pelvic organs [168.]
'61650',Inflammatory diseases of female pelvic organs [168.]
'61651',Inflammatory diseases of female pelvic organs [168.]
'6168 ',Inflammatory diseases of female pelvic organs [168.]
'61681',Inflammatory diseases of female pelvic organs [168.]
'61689',Inflammatory diseases of female pelvic organs [168.]
'6169 ',Inflammatory diseases of female pelvic organs [168.]
'62571',Inflammatory diseases of female pelvic organs [168.]
'6170 ',Endometriosis [169.]
'6171 ',Endometriosis [169.]
'6172 ',Endometriosis [169.]
'6173 ',Endometriosis [169.]
'6174 ',Endometriosis [169.]
'6175 ',Endometriosis [169.]
'6176 ',Endometriosis [169.]
'6178 ',Endometriosis [169.]
'6179 ',Endometriosis [169.]
'6180 ',Prolapse of female genital organs [170.]
'61800',Prolapse of female genital organs [170.]
'61801',Prolapse of female genital organs [170.]
'61802',Prolapse of female genital organs [170.]
'61803',Prolapse of female genital organs [170.]
'61804',Prolapse of female genital organs [170.]
'61805',Prolapse of female genital organs [170.]
'61809',Prolapse of female genital organs [170.]
'6181 ',Prolapse of female genital organs [170.]
'6182 ',Prolapse of female genital organs [170.]
'6183 ',Prolapse of female genital organs [170.]
'6184 ',Prolapse of female genital organs [170.]
'6185 ',Prolapse of female genital organs [170.]
'6186 ',Prolapse of female genital organs [170.]
'6187 ',Prolapse of female genital organs [170.]
'6188 ',Prolapse of female genital organs [170.]
'61881',Prolapse of female genital organs [170.]
'61882',Prolapse of female genital organs [170.]
'61883',Prolapse of female genital organs [170.]
'61884',Prolapse of female genital organs [170.]
'61889',Prolapse of female genital organs [170.]
'6189 ',Prolapse of female genital organs [170.]
'6253 ',Menstrual disorders [171.]
'6260 ',Menstrual disorders [171.]
'6261 ',Menstrual disorders [171.]
'6262 ',Menstrual disorders [171.]
'6263 ',Menstrual disorders [171.]
'6264 ',Menstrual disorders [171.]
'6265 ',Menstrual disorders [171.]
'6266 ',Menstrual disorders [171.]
'6268 ',Menstrual disorders [171.]
'6269 ',Menstrual disorders [171.]
'6200 ',Ovarian cyst [172.]
'6201 ',Ovarian cyst [172.]
'6202 ',Ovarian cyst [172.]
'25631',Menopausal disorders [173.]
'25639',Menopausal disorders [173.]
'6270 ',Menopausal disorders [173.]
'6271 ',Menopausal disorders [173.]
'6272 ',Menopausal disorders [173.]
'6273 ',Menopausal disorders [173.]
'6274 ',Menopausal disorders [173.]
'6278 ',Menopausal disorders [173.]
'6279 ',Menopausal disorders [173.]
'V074 ',Menopausal disorders [173.]
'6280 ',Female infertility [174.]
'6281 ',Female infertility [174.]
'6282 ',Female infertility [174.]
'6283 ',Female infertility [174.]
'6284 ',Female infertility [174.]
'6288 ',Female infertility [174.]
'6289 ',Female infertility [174.]
'79509',Other female genital disorders [175.]
'V1321',Other female genital disorders [175.]
'V1322',Other female genital disorders [175.]
'V1323',Other female genital disorders [175.]
'V1324',Other female genital disorders [175.]
'V1329',Other female genital disorders [175.]
'6250 ',Other female genital disorders [175.]
'6251 ',Other female genital disorders [175.]
'6252 ',Other female genital disorders [175.]
'6254 ',Other female genital disorders [175.]
'6255 ',Other female genital disorders [175.]
'6256 ',Other female genital disorders [175.]
'62570',Other female genital disorders [175.]
'62579',Other female genital disorders [175.]
'6258 ',Other female genital disorders [175.]
'6259 ',Other female genital disorders [175.]
'6190 ',Other female genital disorders [175.]
'6191 ',Other female genital disorders [175.]
'6192 ',Other female genital disorders [175.]
'6198 ',Other female genital disorders [175.]
'6199 ',Other female genital disorders [175.]
'6203 ',Other female genital disorders [175.]
'6204 ',Other female genital disorders [175.]
'6205 ',Other female genital disorders [175.]
'6206 ',Other female genital disorders [175.]
'6207 ',Other female genital disorders [175.]
'6208 ',Other female genital disorders [175.]
'6209 ',Other female genital disorders [175.]
'6210 ',Other female genital disorders [175.]
'6211 ',Other female genital disorders [175.]
'6212 ',Other female genital disorders [175.]
'6213 ',Other female genital disorders [175.]
'62130',Other female genital disorders [175.]
'62131',Other female genital disorders [175.]
'62132',Other female genital disorders [175.]
'62133',Other female genital disorders [175.]
'62134',Other female genital disorders [175.]
'62135',Other female genital disorders [175.]
'6214 ',Other female genital disorders [175.]
'6215 ',Other female genital disorders [175.]
'6216 ',Other female genital disorders [175.]
'6217 ',Other female genital disorders [175.]
'6218 ',Other female genital disorders [175.]
'6219 ',Other female genital disorders [175.]
'6220 ',Other female genital disorders [175.]
'6221 ',Other female genital disorders [175.]
'62210',Other female genital disorders [175.]
'62211',Other female genital disorders [175.]
'62212',Other female genital disorders [175.]
'6222 ',Other female genital disorders [175.]
'6223 ',Other female genital disorders [175.]
'6224 ',Other female genital disorders [175.]
'6225 ',Other female genital disorders [175.]
'6226 ',Other female genital disorders [175.]
'6227 ',Other female genital disorders [175.]
'6228 ',Other female genital disorders [175.]
'6229 ',Other female genital disorders [175.]
'6230 ',Other female genital disorders [175.]
'6231 ',Other female genital disorders [175.]
'6232 ',Other female genital disorders [175.]
'6233 ',Other female genital disorders [175.]
'6234 ',Other female genital disorders [175.]
'6235 ',Other female genital disorders [175.]
'6236 ',Other female genital disorders [175.]
'6237 ',Other female genital disorders [175.]
'6238 ',Other female genital disorders [175.]
'6239 ',Other female genital disorders [175.]
'6240 ',Other female genital disorders [175.]
'62401',Other female genital disorders [175.]
'62402',Other female genital disorders [175.]
'62409',Other female genital disorders [175.]
'6241 ',Other female genital disorders [175.]
'6242 ',Other female genital disorders [175.]
'6243 ',Other female genital disorders [175.]
'6244 ',Other female genital disorders [175.]
'6245 ',Other female genital disorders [175.]
'6246 ',Other female genital disorders [175.]
'6248 ',Other female genital disorders [175.]
'6249 ',Other female genital disorders [175.]
'6267 ',Other female genital disorders [175.]
'6290 ',Other female genital disorders [175.]
'6291 ',Other female genital disorders [175.]
'62920',Other female genital disorders [175.]
'62921',Other female genital disorders [175.]
'62922',Other female genital disorders [175.]
'62923',Other female genital disorders [175.]
'62929',Other female genital disorders [175.]
'6298 ',Other female genital disorders [175.]
'62981',Other female genital disorders [175.]
'62989',Other female genital disorders [175.]
'6299 ',Other female genital disorders [175.]
'V132 ',Other female genital disorders [175.]
'V557 ',Other female genital disorders [175.]
'V723 ',Other female genital disorders [175.]
'V2503', 
'V252 ',Sterilization
'V2651',Sterilization
'V2652',Sterilization
'V157 ',Other contraceptive and procreation management
'V2501',Other contraceptive and procreation management
'V2502',Other contraceptive and procreation management
'V2504',Other contraceptive and procreation management
'V2509',Other contraceptive and procreation management
'V251 ',Other contraceptive and procreation management
'V2511',Other contraceptive and procreation management
'V2512',Other contraceptive and procreation management
'V2513',Other contraceptive and procreation management
'V253 ',Other contraceptive and procreation management
'V2540',Other contraceptive and procreation management
'V2541',Other contraceptive and procreation management
'V2542',Other contraceptive and procreation management
'V2543',Other contraceptive and procreation management
'V2549',Other contraceptive and procreation management
'V255 ',Other contraceptive and procreation management
'V258 ',Other contraceptive and procreation management
'V259 ',Other contraceptive and procreation management
'V260 ',Other contraceptive and procreation management
'V261 ',Other contraceptive and procreation management
'V262 ',Other contraceptive and procreation management
'V2621',Other contraceptive and procreation management
'V2622',Other contraceptive and procreation management
'V2629',Other contraceptive and procreation management
'V263 ',Other contraceptive and procreation management
'V2631',Other contraceptive and procreation management
'V2632',Other contraceptive and procreation management
'V2633',Other contraceptive and procreation management
'V2634',Other contraceptive and procreation management
'V2635',Other contraceptive and procreation management
'V2639',Other contraceptive and procreation management
'V264 ',Other contraceptive and procreation management
'V2641',Other contraceptive and procreation management
'V2642',Other contraceptive and procreation management
'V2649',Other contraceptive and procreation management
'V268 ',Other contraceptive and procreation management
'V2681',Other contraceptive and procreation management
'V2682',Other contraceptive and procreation management
'V2689',Other contraceptive and procreation management
'V269 ',Other contraceptive and procreation management
'V455 ',Other contraceptive and procreation management
'V4551',Other contraceptive and procreation management
'V4552',Other contraceptive and procreation management
'V4559',Other contraceptive and procreation management
'63400',Spontaneous abortion [177.]
'63401',Spontaneous abortion [177.]
'63402',Spontaneous abortion [177.]
'63410',Spontaneous abortion [177.]
'63411',Spontaneous abortion [177.]
'63412',Spontaneous abortion [177.]
'63420',Spontaneous abortion [177.]
'63421',Spontaneous abortion [177.]
'63422',Spontaneous abortion [177.]
'63430',Spontaneous abortion [177.]
'63431',Spontaneous abortion [177.]
'63432',Spontaneous abortion [177.]
'63440',Spontaneous abortion [177.]
'63441',Spontaneous abortion [177.]
'63442',Spontaneous abortion [177.]
'63450',Spontaneous abortion [177.]
'63451',Spontaneous abortion [177.]
'63452',Spontaneous abortion [177.]
'63460',Spontaneous abortion [177.]
'63461',Spontaneous abortion [177.]
'63462',Spontaneous abortion [177.]
'63470',Spontaneous abortion [177.]
'63471',Spontaneous abortion [177.]
'63472',Spontaneous abortion [177.]
'63480',Spontaneous abortion [177.]
'63481',Spontaneous abortion [177.]
'63482',Spontaneous abortion [177.]
'63490',Spontaneous abortion [177.]
'63491',Spontaneous abortion [177.]
'63492',Spontaneous abortion [177.]
'63500',Induced abortion [178.]
'63501',Induced abortion [178.]
'63502',Induced abortion [178.]
'63510',Induced abortion [178.]
'63511',Induced abortion [178.]
'63512',Induced abortion [178.]
'63520',Induced abortion [178.]
'63521',Induced abortion [178.]
'63522',Induced abortion [178.]
'63530',Induced abortion [178.]
'63531',Induced abortion [178.]
'63532',Induced abortion [178.]
'63540',Induced abortion [178.]
'63541',Induced abortion [178.]
'63542',Induced abortion [178.]
'63550',Induced abortion [178.]
'63551',Induced abortion [178.]
'63552',Induced abortion [178.]
'63560',Induced abortion [178.]
'63561',Induced abortion [178.]
'63562',Induced abortion [178.]
'63570',Induced abortion [178.]
'63571',Induced abortion [178.]
'63572',Induced abortion [178.]
'63580',Induced abortion [178.]
'63581',Induced abortion [178.]
'63582',Induced abortion [178.]
'63590',Induced abortion [178.]
'63591',Induced abortion [178.]
'63592',Induced abortion [178.]
'63600',Induced abortion [178.]
'63601',Induced abortion [178.]
'63602',Induced abortion [178.]
'63610',Induced abortion [178.]
'63611',Induced abortion [178.]
'63612',Induced abortion [178.]
'63620',Induced abortion [178.]
'63621',Induced abortion [178.]
'63622',Induced abortion [178.]
'63630',Induced abortion [178.]
'63631',Induced abortion [178.]
'63632',Induced abortion [178.]
'63640',Induced abortion [178.]
'63641',Induced abortion [178.]
'63642',Induced abortion [178.]
'63650',Induced abortion [178.]
'63651',Induced abortion [178.]
'63652',Induced abortion [178.]
'63660',Induced abortion [178.]
'63661',Induced abortion [178.]
'63662',Induced abortion [178.]
'63670',Induced abortion [178.]
'63671',Induced abortion [178.]
'63672',Induced abortion [178.]
'63680',Induced abortion [178.]
'63681',Induced abortion [178.]
'63682',Induced abortion [178.]
'63690',Induced abortion [178.]
'63691',Induced abortion [178.]
'63692',Induced abortion [178.]
'63700',Induced abortion [178.]
'63701',Induced abortion [178.]
'63702',Induced abortion [178.]
'63710',Induced abortion [178.]
'63711',Induced abortion [178.]
'63712',Induced abortion [178.]
'63720',Induced abortion [178.]
'63721',Induced abortion [178.]
'63722',Induced abortion [178.]
'63730',Induced abortion [178.]
'63731',Induced abortion [178.]
'63732',Induced abortion [178.]
'63740',Induced abortion [178.]
'63741',Induced abortion [178.]
'63742',Induced abortion [178.]
'63750',Induced abortion [178.]
'63751',Induced abortion [178.]
'63752',Induced abortion [178.]
'63760',Induced abortion [178.]
'63761',Induced abortion [178.]
'63762',Induced abortion [178.]
'63770',Induced abortion [178.]
'63771',Induced abortion [178.]
'63772',Induced abortion [178.]
'63780',Induced abortion [178.]
'63781',Induced abortion [178.]
'63782',Induced abortion [178.]
'63790',Induced abortion [178.]
'63791',Induced abortion [178.]
'63792',Induced abortion [178.]
'6380 ',Induced abortion [178.]
'6381 ',Induced abortion [178.]
'6382 ',Induced abortion [178.]
'6383 ',Induced abortion [178.]
'6384 ',Induced abortion [178.]
'6385 ',Induced abortion [178.]
'6386 ',Induced abortion [178.]
'6387 ',Induced abortion [178.]
'6388 ',Induced abortion [178.]
'6389 ',Induced abortion [178.]
'6390 ',Postabortion complications [179.]
'6391 ',Postabortion complications [179.]
'6392 ',Postabortion complications [179.]
'6393 ',Postabortion complications [179.]
'6394 ',Postabortion complications [179.]
'6395 ',Postabortion complications [179.]
'6396 ',Postabortion complications [179.]
'6398 ',Postabortion complications [179.]
'6399 ',Postabortion complications [179.]
'6330 ',Ectopic pregnancy [180.]
'63300',Ectopic pregnancy [180.]
'63301',Ectopic pregnancy [180.]
'6331 ',Ectopic pregnancy [180.]
'63310',Ectopic pregnancy [180.]
'63311',Ectopic pregnancy [180.]
'6332 ',Ectopic pregnancy [180.]
'63320',Ectopic pregnancy [180.]
'63321',Ectopic pregnancy [180.]
'6338 ',Ectopic pregnancy [180.]
'63380',Ectopic pregnancy [180.]
'63381',Ectopic pregnancy [180.]
'6339 ',Ectopic pregnancy [180.]
'63390',Ectopic pregnancy [180.]
'63391',Ectopic pregnancy [180.]
'64100',Hemorrhage during pregnancy; abruptio placenta; placenta previa [182.]
'64101',Hemorrhage during pregnancy; abruptio placenta; placenta previa [182.]
'64103',Hemorrhage during pregnancy; abruptio placenta; placenta previa [182.]
'64110',Hemorrhage during pregnancy; abruptio placenta; placenta previa [182.]
'64111',Hemorrhage during pregnancy; abruptio placenta; placenta previa [182.]
'64120',Hemorrhage during pregnancy; abruptio placenta; placenta previa [182.]
'64121',Hemorrhage during pregnancy; abruptio placenta; placenta previa [182.]
'64123',Hemorrhage during pregnancy; abruptio placenta; placenta previa [182.]
'64000',Hemorrhage during pregnancy; abruptio placenta; placenta previa [182.]
'64001',Hemorrhage during pregnancy; abruptio placenta; placenta previa [182.]
'64003',Hemorrhage during pregnancy; abruptio placenta; placenta previa [182.]
'64080',Hemorrhage during pregnancy; abruptio placenta; placenta previa [182.]
'64081',Hemorrhage during pregnancy; abruptio placenta; placenta previa [182.]
'64083',Hemorrhage during pregnancy; abruptio placenta; placenta previa [182.]
'64090',Hemorrhage during pregnancy; abruptio placenta; placenta previa [182.]
'64091',Hemorrhage during pregnancy; abruptio placenta; placenta previa [182.]
'64093',Hemorrhage during pregnancy; abruptio placenta; placenta previa [182.]
'64113',Hemorrhage during pregnancy; abruptio placenta; placenta previa [182.]
'64130',Hemorrhage during pregnancy; abruptio placenta; placenta previa [182.]
'64131',Hemorrhage during pregnancy; abruptio placenta; placenta previa [182.]
'64133',Hemorrhage during pregnancy; abruptio placenta; placenta previa [182.]
'64180',Hemorrhage during pregnancy; abruptio placenta; placenta previa [182.]
'64181',Hemorrhage during pregnancy; abruptio placenta; placenta previa [182.]
'64183',Hemorrhage during pregnancy; abruptio placenta; placenta previa [182.]
'64190',Hemorrhage during pregnancy; abruptio placenta; placenta previa [182.]
'64191',Hemorrhage during pregnancy; abruptio placenta; placenta previa [182.]
'64193',Hemorrhage during pregnancy; abruptio placenta; placenta previa [182.]
'64240',Preeclampsia and eclampsia
'64241',Preeclampsia and eclampsia
'64242',Preeclampsia and eclampsia
'64243',Preeclampsia and eclampsia
'64244',Preeclampsia and eclampsia
'64250',Preeclampsia and eclampsia
'64251',Preeclampsia and eclampsia
'64252',Preeclampsia and eclampsia
'64253',Preeclampsia and eclampsia
'64254',Preeclampsia and eclampsia
'64260',Preeclampsia and eclampsia
'64261',Preeclampsia and eclampsia
'64262',Preeclampsia and eclampsia
'64263',Preeclampsia and eclampsia
'64264',Preeclampsia and eclampsia
'64270',Preeclampsia and eclampsia
'64271',Preeclampsia and eclampsia
'64272',Preeclampsia and eclampsia
'64273',Preeclampsia and eclampsia
'64274',Preeclampsia and eclampsia
'64200',Other hypertension in pregnancy
'64201',Other hypertension in pregnancy
'64202',Other hypertension in pregnancy
'64203',Other hypertension in pregnancy
'64204',Other hypertension in pregnancy
'64210',Other hypertension in pregnancy
'64211',Other hypertension in pregnancy
'64212',Other hypertension in pregnancy
'64213',Other hypertension in pregnancy
'64214',Other hypertension in pregnancy
'64220',Other hypertension in pregnancy
'64221',Other hypertension in pregnancy
'64222',Other hypertension in pregnancy
'64223',Other hypertension in pregnancy
'64224',Other hypertension in pregnancy
'64230',Other hypertension in pregnancy
'64231',Other hypertension in pregnancy
'64232',Other hypertension in pregnancy
'64233',Other hypertension in pregnancy
'64234',Other hypertension in pregnancy
'64290',Other hypertension in pregnancy
'64291',Other hypertension in pregnancy
'64292',Other hypertension in pregnancy
'64293',Other hypertension in pregnancy
'64294',Other hypertension in pregnancy
'64400',Early or threatened labor [184.]
'64403',Early or threatened labor [184.]
'64420',Early or threatened labor [184.]
'64421',Early or threatened labor [184.]
'64410',Early or threatened labor [184.]
'64413',Early or threatened labor [184.]
'64500',Prolonged pregnancy [185.]
'64501',Prolonged pregnancy [185.]
'64503',Prolonged pregnancy [185.]
'64510',Prolonged pregnancy [185.]
'64511',Prolonged pregnancy [185.]
'64513',Prolonged pregnancy [185.]
'64520',Prolonged pregnancy [185.]
'64521',Prolonged pregnancy [185.]
'64523',Prolonged pregnancy [185.]
'64800',Diabetes or abnormal glucose tolerance complicating pregnancy; childbirth; or the puerperium [186.]
'64801',Diabetes or abnormal glucose tolerance complicating pregnancy; childbirth; or the puerperium [186.]
'64802',Diabetes or abnormal glucose tolerance complicating pregnancy; childbirth; or the puerperium [186.]
'64803',Diabetes or abnormal glucose tolerance complicating pregnancy; childbirth; or the puerperium [186.]
'64804',Diabetes or abnormal glucose tolerance complicating pregnancy; childbirth; or the puerperium [186.]
'64880',Diabetes or abnormal glucose tolerance complicating pregnancy; childbirth; or the puerperium [186.]
'64881',Diabetes or abnormal glucose tolerance complicating pregnancy; childbirth; or the puerperium [186.]
'64882',Diabetes or abnormal glucose tolerance complicating pregnancy; childbirth; or the puerperium [186.]
'64883',Diabetes or abnormal glucose tolerance complicating pregnancy; childbirth; or the puerperium [186.]
'64884',Diabetes or abnormal glucose tolerance complicating pregnancy; childbirth; or the puerperium [186.]
'64660',Other complications of pregnancy [181.]
'64661',Other complications of pregnancy [181.]
'64662',Other complications of pregnancy [181.]
'64663',Other complications of pregnancy [181.]
'64664',Other complications of pregnancy [181.]
'64820',Other complications of pregnancy [181.]
'64821',Other complications of pregnancy [181.]
'64822',Other complications of pregnancy [181.]
'64823',Other complications of pregnancy [181.]
'64824',Other complications of pregnancy [181.]
'632  ',Other complications of pregnancy [181.]
'64300',Other complications of pregnancy [181.]
'64301',Other complications of pregnancy [181.]
'64303',Other complications of pregnancy [181.]
'64310',Other complications of pregnancy [181.]
'64311',Other complications of pregnancy [181.]
'64313',Other complications of pregnancy [181.]
'64700',Other complications of pregnancy [181.]
'64701',Other complications of pregnancy [181.]
'64702',Other complications of pregnancy [181.]
'64703',Other complications of pregnancy [181.]
'64704',Other complications of pregnancy [181.]
'64710',Other complications of pregnancy [181.]
'64711',Other complications of pregnancy [181.]
'64712',Other complications of pregnancy [181.]
'64713',Other complications of pregnancy [181.]
'64714',Other complications of pregnancy [181.]
'64720',Other complications of pregnancy [181.]
'64721',Other complications of pregnancy [181.]
'64722',Other complications of pregnancy [181.]
'64723',Other complications of pregnancy [181.]
'64724',Other complications of pregnancy [181.]
'64730',Other complications of pregnancy [181.]
'64731',Other complications of pregnancy [181.]
'64732',Other complications of pregnancy [181.]
'64733',Other complications of pregnancy [181.]
'64734',Other complications of pregnancy [181.]
'64740',Other complications of pregnancy [181.]
'64741',Other complications of pregnancy [181.]
'64742',Other complications of pregnancy [181.]
'64743',Other complications of pregnancy [181.]
'64744',Other complications of pregnancy [181.]
'64750',Other complications of pregnancy [181.]
'64751',Other complications of pregnancy [181.]
'64752',Other complications of pregnancy [181.]
'64753',Other complications of pregnancy [181.]
'64754',Other complications of pregnancy [181.]
'64760',Other complications of pregnancy [181.]
'64761',Other complications of pregnancy [181.]
'64762',Other complications of pregnancy [181.]
'64763',Other complications of pregnancy [181.]
'64764',Other complications of pregnancy [181.]
'64780',Other complications of pregnancy [181.]
'64781',Other complications of pregnancy [181.]
'64782',Other complications of pregnancy [181.]
'64783',Other complications of pregnancy [181.]
'64784',Other complications of pregnancy [181.]
'64790',Other complications of pregnancy [181.]
'64791',Other complications of pregnancy [181.]
'64792',Other complications of pregnancy [181.]
'64793',Other complications of pregnancy [181.]
'64794',Other complications of pregnancy [181.]
'630  ',Other complications of pregnancy [181.]
'631  ',Other complications of pregnancy [181.]
'6310 ',Other complications of pregnancy [181.]
'6318 ',Other complications of pregnancy [181.]
'64320',Other complications of pregnancy [181.]
'64321',Other complications of pregnancy [181.]
'64323',Other complications of pregnancy [181.]
'64380',Other complications of pregnancy [181.]
'64381',Other complications of pregnancy [181.]
'64383',Other complications of pregnancy [181.]
'64390',Other complications of pregnancy [181.]
'64391',Other complications of pregnancy [181.]
'64393',Other complications of pregnancy [181.]
'64600',Other complications of pregnancy [181.]
'64601',Other complications of pregnancy [181.]
'64603',Other complications of pregnancy [181.]
'64610',Other complications of pregnancy [181.]
'64611',Other complications of pregnancy [181.]
'64612',Other complications of pregnancy [181.]
'64613',Other complications of pregnancy [181.]
'64614',Other complications of pregnancy [181.]
'64620',Other complications of pregnancy [181.]
'64621',Other complications of pregnancy [181.]
'64622',Other complications of pregnancy [181.]
'64623',Other complications of pregnancy [181.]
'64624',Other complications of pregnancy [181.]
'64630',Other complications of pregnancy [181.]
'64631',Other complications of pregnancy [181.]
'64633',Other complications of pregnancy [181.]
'64640',Other complications of pregnancy [181.]
'64641',Other complications of pregnancy [181.]
'64642',Other complications of pregnancy [181.]
'64643',Other complications of pregnancy [181.]
'64644',Other complications of pregnancy [181.]
'64650',Other complications of pregnancy [181.]
'64651',Other complications of pregnancy [181.]
'64652',Other complications of pregnancy [181.]
'64653',Other complications of pregnancy [181.]
'64654',Other complications of pregnancy [181.]
'64670',Other complications of pregnancy [181.]
'64671',Other complications of pregnancy [181.]
'64673',Other complications of pregnancy [181.]
'64680',Other complications of pregnancy [181.]
'64681',Other complications of pregnancy [181.]
'64682',Other complications of pregnancy [181.]
'64683',Other complications of pregnancy [181.]
'64684',Other complications of pregnancy [181.]
'64690',Other complications of pregnancy [181.]
'64691',Other complications of pregnancy [181.]
'64693',Other complications of pregnancy [181.]
'64810',Other complications of pregnancy [181.]
'64811',Other complications of pregnancy [181.]
'64812',Other complications of pregnancy [181.]
'64813',Other complications of pregnancy [181.]
'64814',Other complications of pregnancy [181.]
'64850',Other complications of pregnancy [181.]
'64851',Other complications of pregnancy [181.]
'64852',Other complications of pregnancy [181.]
'64853',Other complications of pregnancy [181.]
'64854',Other complications of pregnancy [181.]
'64860',Other complications of pregnancy [181.]
'64861',Other complications of pregnancy [181.]
'64862',Other complications of pregnancy [181.]
'64863',Other complications of pregnancy [181.]
'64864',Other complications of pregnancy [181.]
'64870',Other complications of pregnancy [181.]
'64871',Other complications of pregnancy [181.]
'64872',Other complications of pregnancy [181.]
'64873',Other complications of pregnancy [181.]
'64874',Other complications of pregnancy [181.]
'64890',Other complications of pregnancy [181.]
'64891',Other complications of pregnancy [181.]
'64892',Other complications of pregnancy [181.]
'64893',Other complications of pregnancy [181.]
'64894',Other complications of pregnancy [181.]
'64900',Other complications of pregnancy [181.]
'64901',Other complications of pregnancy [181.]
'64902',Other complications of pregnancy [181.]
'64903',Other complications of pregnancy [181.]
'64904',Other complications of pregnancy [181.]
'64910',Other complications of pregnancy [181.]
'64911',Other complications of pregnancy [181.]
'64912',Other complications of pregnancy [181.]
'64913',Other complications of pregnancy [181.]
'64914',Other complications of pregnancy [181.]
'64920',Other complications of pregnancy [181.]
'64921',Other complications of pregnancy [181.]
'64922',Other complications of pregnancy [181.]
'64923',Other complications of pregnancy [181.]
'64924',Other complications of pregnancy [181.]
'64930',Other complications of pregnancy [181.]
'64931',Other complications of pregnancy [181.]
'64932',Other complications of pregnancy [181.]
'64933',Other complications of pregnancy [181.]
'64934',Other complications of pregnancy [181.]
'64940',Other complications of pregnancy [181.]
'64941',Other complications of pregnancy [181.]
'64942',Other complications of pregnancy [181.]
'64943',Other complications of pregnancy [181.]
'64944',Other complications of pregnancy [181.]
'64950',Other complications of pregnancy [181.]
'64951',Other complications of pregnancy [181.]
'64953',Other complications of pregnancy [181.]
'64960',Other complications of pregnancy [181.]
'64961',Other complications of pregnancy [181.]
'64962',Other complications of pregnancy [181.]
'64963',Other complications of pregnancy [181.]
'64964',Other complications of pregnancy [181.]
'V2342',Other complications of pregnancy [181.]
'V2387',Other complications of pregnancy [181.]
'V271 ',Other complications of pregnancy [181.]
'V272 ',Other complications of pregnancy [181.]
'V273 ',Other complications of pregnancy [181.]
'V274 ',Other complications of pregnancy [181.]
'V275 ',Other complications of pregnancy [181.]
'V276 ',Other complications of pregnancy [181.]
'V277 ',Other complications of pregnancy [181.]
'V279 ',Other complications of pregnancy [181.]
'65220',Malposition; malpresentation [187.]
'65221',Malposition; malpresentation [187.]
'65223',Malposition; malpresentation [187.]
'65200',Malposition; malpresentation [187.]
'65201',Malposition; malpresentation [187.]
'65203',Malposition; malpresentation [187.]
'65210',Malposition; malpresentation [187.]
'65211',Malposition; malpresentation [187.]
'65213',Malposition; malpresentation [187.]
'65230',Malposition; malpresentation [187.]
'65231',Malposition; malpresentation [187.]
'65233',Malposition; malpresentation [187.]
'65240',Malposition; malpresentation [187.]
'65241',Malposition; malpresentation [187.]
'65243',Malposition; malpresentation [187.]
'65250',Malposition; malpresentation [187.]
'65251',Malposition; malpresentation [187.]
'65253',Malposition; malpresentation [187.]
'65260',Malposition; malpresentation [187.]
'65261',Malposition; malpresentation [187.]
'65263',Malposition; malpresentation [187.]
'65270',Malposition; malpresentation [187.]
'65271',Malposition; malpresentation [187.]
'65273',Malposition; malpresentation [187.]
'65280',Malposition; malpresentation [187.]
'65281',Malposition; malpresentation [187.]
'65283',Malposition; malpresentation [187.]
'65290',Malposition; malpresentation [187.]
'65291',Malposition; malpresentation [187.]
'65293',Malposition; malpresentation [187.]
'66000',Malposition; malpresentation [187.]
'66001',Malposition; malpresentation [187.]
'66003',Malposition; malpresentation [187.]
'65340',Fetopelvic disproportion; obstruction [188.]
'65341',Fetopelvic disproportion; obstruction [188.]
'65343',Fetopelvic disproportion; obstruction [188.]
